Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Churn Label
Female,25,No,No,No,0,No,0,10,Offer D,Yes,45.42,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.3,185.2,0,0,454.20000000000005,4,No
Male,32,No,Yes,Yes,3,Yes,7,20,Offer D,Yes,42.06,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.8,1826.7,0,0,841.2,4,No
Male,27,No,Yes,No,0,Yes,8,20,Offer D,Yes,46.47,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.65,417.5,0,0,929.4,3,No
Male,33,No,Yes,Yes,1,Yes,1,19,Offer D,Yes,13.13,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,344.5,0,0,249.47000000000003,5,No
Male,53,No,Yes,No,0,Yes,1,22,Offer D,Yes,49.66,No,Yes,Fiber Optic,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.6,2180.55,0,0,1092.52,3,No
Female,63,No,No,No,0,No,0,35,Offer C,Yes,13.14,Yes,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.05,2835.9,0,0,459.90000000000003,5,No
Female,43,No,No,No,0,No,0,1,None,Yes,42.34,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,0,0,42.34,3,No
Male,43,No,No,No,0,No,0,39,Offer C,Yes,8.69,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.15,2730.85,0,0,338.90999999999997,5,No
Male,31,No,No,No,0,No,0,56,None,Yes,37.99,Yes,Yes,Fiber Optic,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.35,5794.45,0,0,2127.44,3,No
Male,58,No,No,Yes,2,No,0,18,Offer D,Yes,34.07,No,Yes,DSL,28,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,0,40,613.26,5,No
Female,30,No,Yes,Yes,2,Yes,1,16,Offer D,Yes,49.85,Yes,Yes,Fiber Optic,69,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0,0,797.6,4,No
Female,45,No,No,No,0,No,0,68,Offer A,Yes,17.41,No,Yes,Cable,27,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,54.45,3674.95,0,0,1183.88,4,No
Female,46,No,Yes,Yes,1,Yes,1,72,Offer A,Yes,24.9,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5893.9,0,0,1792.8,4,No
Male,52,No,No,No,0,No,0,9,Offer E,Yes,7.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,724.65,0,0,65.88,5,No
Female,37,No,No,No,0,No,0,30,Offer C,Yes,10.74,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0,0,322.2,3,No
Female,45,No,No,No,0,No,0,18,Offer D,No,0,No,Yes,DSL,11,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.2,607.3,0,50,0,3,No
Male,63,No,Yes,No,0,Yes,1,44,None,No,0,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.3,2390.45,0,0,0,3,No
Female,47,No,Yes,Yes,2,Yes,1,30,Offer C,Yes,16.48,No,Yes,DSL,17,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,1923.5,0,0,494.40000000000003,3,No
Female,44,No,Yes,No,0,No,0,71,Offer A,Yes,14.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,1493.2,0,0,1058.61,4,No
Male,32,No,Yes,No,0,Yes,1,1,Offer E,Yes,38.89,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,75.35,0,0,38.89,5,No
Female,55,No,No,Yes,2,No,0,22,None,No,0,No,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,49.45,1031.4,0,0,0,3,No
Female,25,No,No,Yes,1,No,0,49,None,Yes,45.64,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,921.3,0,0,2236.36,5,No
Female,33,No,Yes,Yes,3,Yes,10,42,None,Yes,17.75,No,Yes,Fiber Optic,53,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,0,0,745.5,5,No
Female,38,No,Yes,Yes,1,Yes,2,7,Offer E,Yes,35.26,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,144.15,0,0,246.82,3,No
Female,52,No,Yes,Yes,3,Yes,10,67,Offer A,Yes,3.04,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.25,6689,0,0,203.68,3,No
Male,24,No,No,No,0,No,0,15,None,Yes,9.97,Yes,Yes,Fiber Optic,47,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1451.1,0,0,149.55,5,No
Male,42,No,Yes,No,0,Yes,5,67,Offer A,Yes,17.4,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15,6368.2,0,90,1165.8,4,No
Male,61,No,Yes,Yes,2,Yes,3,53,None,Yes,31.69,No,Yes,DSL,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,3729.6,0,0,1679.5700000000002,4,No
Male,38,No,Yes,Yes,1,Yes,10,21,None,Yes,18,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,350.1,0,0,378,3,No
Female,30,No,Yes,Yes,2,Yes,4,40,None,Yes,29.14,No,Yes,DSL,48,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,2847.2,0,0,1165.6,4,No
Female,49,No,Yes,Yes,2,Yes,8,22,None,Yes,45.35,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.75,452.35,0,0,997.7,4,No
Male,25,No,No,No,0,No,0,39,Offer C,No,0,No,Yes,Cable,26,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.6,1494.5,0,0,0,5,No
Female,35,No,Yes,No,0,Yes,3,2,Offer E,Yes,5.42,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,41.85,0,0,10.84,4,No
Female,43,No,Yes,Yes,2,Yes,3,57,None,Yes,12.26,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1272.05,0,0,698.8199999999999,5,No
Male,49,No,Yes,Yes,3,Yes,10,8,Offer E,Yes,1.56,No,Yes,DSL,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0,0,12.48,4,No
Female,30,No,Yes,Yes,1,Yes,3,7,Offer E,Yes,5.84,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,150.75,0,0,40.879999999999995,4,No
Male,49,No,No,No,0,No,0,49,None,Yes,17.77,Yes,Yes,DSL,13,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,66.15,3199,0,0,870.73,3,No
Female,47,No,No,No,0,No,0,65,None,Yes,38.33,Yes,Yes,Fiber Optic,7,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.85,5844.65,0,0,2491.45,3,No
Female,48,No,No,No,0,No,0,55,None,Yes,33.6,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,45.05,2462.6,0,0,1848,3,No
Male,28,No,Yes,Yes,3,Yes,10,71,Offer A,Yes,10.11,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,0,0,717.81,4,No
Male,62,No,No,No,0,No,0,35,Offer C,Yes,39.87,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,96.75,3403.4,0,130,1395.4499999999998,3,No
Male,29,No,No,No,0,No,0,17,None,Yes,38.78,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.65,1672.1,0,0,659.26,3,No
Female,20,No,Yes,No,0,Yes,5,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,7881.2,0,0,1706.3999999999999,3,No
Female,30,No,Yes,Yes,1,Yes,4,28,Offer C,Yes,16.13,No,Yes,Fiber Optic,69,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,82.85,2320.8,0,0,451.64,3,No
Female,59,No,Yes,No,0,Yes,4,18,None,Yes,25.54,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,370.5,0,0,459.71999999999997,4,No
Female,30,No,No,No,0,No,0,52,None,Yes,9.37,No,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,3043.7,0,0,487.23999999999995,3,No
Female,53,No,Yes,No,0,Yes,8,47,None,Yes,3.2,No,Yes,Cable,18,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,58.6,2723.4,0,0,150.4,4,No
Female,44,No,No,No,0,No,0,23,None,Yes,42.26,No,Yes,Cable,2,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.7,1081.25,0,150,971.9799999999999,5,No
Male,59,No,Yes,Yes,2,Yes,10,66,Offer A,Yes,26.91,No,Yes,Cable,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.85,4097.05,0,0,1776.06,3,No
Female,22,No,No,No,0,No,0,8,None,Yes,17.3,Yes,Yes,Fiber Optic,41,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,0,0,138.4,3,No
Female,23,No,Yes,Yes,2,Yes,2,71,Offer A,Yes,4.32,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.65,8166.8,0,0,306.72,4,No
Male,23,No,Yes,No,0,Yes,3,46,None,Yes,46.71,No,Yes,Cable,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.65,3047.15,0,0,2148.66,4,No
Female,25,No,No,No,0,No,0,66,Offer A,No,0,No,Yes,DSL,73,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.35,4193.4,0,130,0,3,No
Female,60,No,Yes,No,0,Yes,8,42,None,Yes,20.58,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,85.9,3729.75,0,0,864.3599999999999,3,No
Female,62,No,No,No,0,No,0,5,None,Yes,29.75,No,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,399.45,0,0,148.75,5,No
Male,25,No,No,No,0,No,0,29,Offer C,Yes,28.83,Yes,Yes,DSL,47,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,70.9,1964.6,0,0,836.0699999999999,4,No
Female,37,No,Yes,Yes,5,Yes,5,27,Offer C,Yes,19.32,No,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.85,1336.15,0,0,521.64,3,No
Female,25,No,Yes,Yes,3,Yes,1,25,Offer C,Yes,4.57,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,486.05,0,0,114.25,3,No
Male,36,No,Yes,No,0,Yes,4,57,None,Yes,31.79,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5925.75,0,0,1812.03,4,No
Female,47,No,No,No,0,No,0,13,None,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0,0,444.34,3,No
Male,42,No,Yes,Yes,3,No,0,71,Offer A,Yes,37.03,Yes,Yes,DSL,26,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,66.2,4692.55,0,0,2629.13,3,No
Female,57,No,No,No,0,No,0,1,None,Yes,37.62,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,37.62,3,No
Male,33,No,Yes,Yes,1,Yes,3,50,None,Yes,22.3,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.95,1261.45,0,0,1115,5,No
Male,49,No,No,No,0,No,0,1,None,Yes,16.64,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0,0,16.64,5,No
Male,32,No,No,No,0,No,0,5,None,Yes,21.01,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.25,86.05,0,0,105.05000000000001,3,No
Female,44,No,No,No,0,No,0,66,Offer A,Yes,16.39,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,104.55,6779.05,0,0,1081.74,3,No
Female,32,No,Yes,Yes,2,Yes,4,49,None,Yes,33.07,No,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,87.2,4345,0,0,1620.43,3,No
Male,32,No,Yes,Yes,3,Yes,3,66,Offer A,Yes,42.84,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.7,1714.55,0,0,2827.44,4,No
Male,31,No,No,Yes,2,No,0,11,None,Yes,5.84,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,86.2,893.2,0,30,64.24,5,No
Male,29,No,No,No,0,No,0,28,Offer C,No,0,No,Yes,DSL,48,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.1,810.85,0,0,0,4,No
Male,31,No,Yes,No,0,Yes,9,65,None,Yes,30.44,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.35,6347.55,0,0,1978.6000000000001,4,No
Female,45,No,No,No,0,No,0,62,None,Yes,24.03,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0,0,1489.8600000000001,4,No
Female,38,No,Yes,No,0,Yes,9,2,None,Yes,32.86,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.1,43.15,0,0,65.72,3,No
Female,57,No,No,No,0,No,0,2,None,Yes,2.46,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,35.1,0,0,4.92,5,No
Female,36,No,Yes,Yes,3,Yes,1,55,Offer B,Yes,1.44,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.65,1388,0,0,79.2,5,No
Female,64,No,No,No,0,No,0,30,None,Yes,2.67,No,Yes,Fiber Optic,27,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,2638.1,0,0,80.1,5,No
Male,58,No,No,No,0,No,0,17,None,Yes,36.47,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,946.95,0,0,619.99,3,No
Female,32,No,Yes,Yes,1,Yes,10,16,None,Yes,20.12,No,Yes,Cable,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1114.85,0,0,321.92,3,No
Male,25,No,No,No,0,No,0,72,Offer A,Yes,29.29,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1777.6,0,0,2108.88,5,No
Male,48,No,No,No,0,No,0,9,None,Yes,34.75,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,684.85,0,0,312.75,5,No
Female,43,No,No,No,0,No,0,1,None,Yes,24.41,No,Yes,Fiber Optic,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,74.35,0,0,24.41,4,No
Male,64,No,No,Yes,1,No,0,23,None,Yes,8.4,No,Yes,Cable,27,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.15,1312.45,0,40,193.20000000000002,4,No
Male,28,No,No,Yes,3,No,0,8,None,Yes,1.95,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0,0,15.6,5,No
Male,23,No,Yes,Yes,1,Yes,3,19,None,No,0,No,Yes,Cable,52,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.95,610.2,0,0,0,3,No
Female,46,No,No,No,0,No,0,7,Offer E,Yes,40.42,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.65,404.35,0,0,282.94,4,No
Male,24,No,No,No,0,No,0,61,Offer B,Yes,45.69,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104,6363.45,0,0,2787.0899999999997,3,No
Female,32,No,Yes,No,0,Yes,1,57,Offer B,Yes,48,No,Yes,Cable,24,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.35,4124.65,0,0,2736,3,No
Male,31,No,No,Yes,3,No,0,15,None,Yes,43.69,No,Yes,DSL,29,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.85,950.75,0,0,655.3499999999999,4,No
Female,42,No,No,No,0,No,0,1,Offer E,Yes,23.67,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0,0,23.67,3,No
Female,39,No,Yes,No,0,No,0,12,None,Yes,30.79,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.9,505.95,0,0,369.48,3,No
Male,48,No,No,No,0,No,0,54,Offer B,Yes,27.3,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1149.65,0,0,1474.2,3,No
Male,40,No,Yes,Yes,2,Yes,1,4,Offer E,Yes,25.9,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.8,169.65,0,0,103.6,5,No
Female,23,No,Yes,No,0,Yes,1,20,None,Yes,27.96,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,393.15,0,0,559.2,3,No
Female,51,No,No,Yes,2,No,0,26,None,No,0,No,Yes,DSL,19,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.8,1147,0,0,0,4,No
Female,36,No,Yes,No,0,Yes,1,53,Offer B,Yes,18,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.95,5718.2,0,0,954,4,No
Female,38,No,No,No,0,No,0,68,Offer A,No,0,No,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,64.35,4539.6,0,130,0,3,No
Male,64,No,Yes,Yes,2,Yes,1,72,Offer A,Yes,20.63,Yes,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.8,6397.6,0,0,1485.36,4,No
Male,61,No,No,No,0,No,0,12,Offer D,Yes,25.57,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.95,280.4,0,0,306.84000000000003,5,No
Female,52,No,Yes,No,0,Yes,1,68,Offer A,Yes,7.87,Yes,Yes,Fiber Optic,4,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,5711.05,0,0,535.16,3,No
Female,25,No,No,Yes,2,No,0,50,Offer B,Yes,37.52,No,Yes,DSL,71,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,3478.15,0,0,1876.0000000000002,4,No
Male,62,No,No,No,0,No,0,1,Offer E,Yes,34.02,Yes,Yes,DSL,24,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.3,54.3,0,10,34.02,5,No
Female,20,No,Yes,Yes,2,Yes,1,23,Offer D,Yes,27.97,Yes,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.1,2198.3,0,0,643.31,4,No
Male,49,No,No,Yes,2,No,0,60,Offer B,Yes,16.59,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1189.9,0,0,995.4,3,No
Female,21,No,Yes,No,0,Yes,1,72,Offer A,Yes,22.22,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.45,1914.5,0,0,1599.84,4,No
Male,32,No,No,No,0,No,0,72,Offer A,Yes,15.03,No,Yes,Cable,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.1,5336.35,0,0,1082.1599999999999,3,No
Female,54,No,Yes,No,0,Yes,7,72,Offer A,Yes,12.85,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.15,7998.8,0,70,925.1999999999999,4,No
Female,19,No,No,No,0,No,0,51,Offer B,Yes,43.79,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.5,5703.25,0,0,2233.29,4,No
Female,47,No,Yes,Yes,1,Yes,2,70,Offer A,Yes,5.93,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.5,7397,0,0,415.09999999999997,5,No
Male,28,No,No,No,0,No,0,9,None,Yes,4.02,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.9,164.6,0,0,36.17999999999999,4,No
Male,40,No,Yes,Yes,3,Yes,1,59,Offer B,Yes,46.1,Yes,Yes,Fiber Optic,57,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,0,0,2719.9,4,No
Male,44,No,No,Yes,1,No,0,3,Offer E,Yes,25.04,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.7,225.65,0,0,75.12,3,No
Female,52,No,No,No,0,No,0,37,None,Yes,11.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,0,0,434.01,3,No
Male,35,No,No,No,0,No,0,37,None,Yes,38.43,No,Yes,Cable,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.6,2313.8,0,0,1421.91,4,No
Female,29,No,Yes,Yes,2,Yes,4,14,Offer D,Yes,42.64,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,780.85,0,0,596.96,3,No
Male,58,No,Yes,No,0,Yes,9,72,Offer A,Yes,40.78,Yes,Yes,Fiber Optic,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.95,7852.4,0,0,2936.16,4,No
Male,25,No,Yes,Yes,3,Yes,8,72,Offer A,No,0,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.5,2763,0,0,0,4,No
Female,51,No,No,No,0,No,0,10,Offer D,Yes,17.01,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.5,270.15,0,0,170.10000000000002,3,No
Male,38,No,Yes,Yes,2,Yes,5,10,Offer E,Yes,46.23,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.7,197.54,0,0,462.29999999999995,5,No
Male,55,No,No,No,0,No,0,1,Offer E,Yes,1.48,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,20.6,0,0,1.48,3,No
Female,42,No,No,No,0,No,0,29,None,Yes,14.46,No,Yes,DSL,25,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,58,1734.5,0,0,419.34000000000003,3,No
Female,37,No,No,No,0,No,0,8,Offer E,Yes,8.73,Yes,Yes,DSL,28,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.5,573.15,0,0,69.84,3,No
Male,48,No,Yes,No,0,Yes,2,61,Offer B,Yes,11.53,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.45,1538.6,0,0,703.3299999999999,4,No
Male,35,No,Yes,Yes,1,Yes,5,72,Offer A,Yes,17.49,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,104.45,7459,0,130,1259.28,5,No
Male,50,No,Yes,Yes,2,Yes,8,12,Offer D,Yes,33.9,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.15,306.05,0,0,406.79999999999995,4,No
Male,22,No,No,No,0,No,0,7,None,Yes,45.93,Yes,Yes,Fiber Optic,48,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.2,639.7,0,0,321.51,5,No
Male,19,No,No,No,0,No,0,9,Offer E,Yes,38.65,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.4,348.15,0,0,347.84999999999997,4,No
Male,54,No,Yes,Yes,2,Yes,2,58,Offer B,Yes,5.01,Yes,Yes,Fiber Optic,23,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,94.35,5563.65,0,0,290.58,4,No
Male,37,No,Yes,Yes,2,Yes,5,2,Offer E,Yes,7.27,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,40.25,0,0,14.54,4,No
